TEST0001;;0;0;05-12-2011 14:35:55;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;05-12-2011 14:35:55;
TEST0005;;0;0;05-12-2011 14:35:55;
TEST0006;;0;0;05-12-2011 14:35:55;
TEST0001;;0;0;08-12-2011 14:44:30;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 14:44:30;
TEST0005;;0;0;08-12-2011 14:44:30;
TEST0006;;0;0;08-12-2011 14:44:30;
TEST0001;;0;0;08-12-2011 14:49:50;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 14:49:50;
TEST0005;;0;0;08-12-2011 14:49:50;
TEST0006;;0;0;08-12-2011 14:49:50;
TEST0001;;0;0;08-12-2011 14:53:11;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 14:53:11;
TEST0005;;0;0;08-12-2011 14:53:11;
TEST0006;;0;0;08-12-2011 14:53:11;
TEST0001;;0;0;08-12-2011 22:26:50;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 22:26:51;
TEST0005;;0;0;08-12-2011 22:26:51;
TEST0006;;0;0;08-12-2011 22:26:51;
TEST0001;;0;0;08-12-2011 22:41:49;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 22:41:49;
TEST0005;;0;0;08-12-2011 22:41:49;
TEST0006;;0;0;08-12-2011 22:41:49;
TEST0001;;0;0;08-12-2011 23:08:08;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 23:08:08;
TEST0005;;0;0;08-12-2011 23:08:08;
TEST0006;;0;0;08-12-2011 23:08:08;
TEST0001;;0;0;08-12-2011 23:17:54;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 23:17:54;
TEST0005;;0;0;08-12-2011 23:17:54;
TEST0006;;0;0;08-12-2011 23:17:54;
TEST0001;;0;0;08-12-2011 23:18:35;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 23:18:35;
TEST0005;;0;0;08-12-2011 23:18:35;
TEST0006;;0;0;08-12-2011 23:18:36;
TEST0001;;0;0;08-12-2011 23:18:47;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;08-12-2011 23:18:48;
TEST0005;;0;0;08-12-2011 23:18:48;
TEST0006;;0;0;08-12-2011 23:18:48;
TEST0001;;0;0;11-12-2011 15:49:49;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 15:49:49;
TEST0005;;0;0;11-12-2011 15:49:50;
TEST0006;;0;0;11-12-2011 15:49:50;
TEST0001;;0;0;11-12-2011 15:52:50;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 15:52:50;
TEST0005;;0;0;11-12-2011 15:52:51;
TEST0006;;0;0;11-12-2011 15:52:51;
TEST0001;;0;0;11-12-2011 15:57:20;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 15:57:21;
TEST0005;;0;0;11-12-2011 15:57:21;
TEST0006;;0;0;11-12-2011 15:57:21;
TEST0001;;0;0;11-12-2011 16:30:36;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:30:37;
TEST0005;;0;0;11-12-2011 16:30:38;
TEST0006;;0;0;11-12-2011 16:30:38;
TEST0001;;0;0;11-12-2011 16:34:48;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:34:49;
TEST0005;;0;0;11-12-2011 16:34:49;
TEST0006;;0;0;11-12-2011 16:34:49;
TEST0001;;0;0;11-12-2011 16:37:09;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:37:10;
TEST0005;;0;0;11-12-2011 16:37:10;
TEST0006;;0;0;11-12-2011 16:37:11;
TEST0001;;0;0;11-12-2011 16:38:09;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:38:10;
TEST0005;;0;0;11-12-2011 16:38:10;
TEST0006;;0;0;11-12-2011 16:38:11;
TEST0001;;0;0;11-12-2011 16:40:48;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:40:49;
TEST0005;;0;0;11-12-2011 16:40:50;
TEST0006;;0;0;11-12-2011 16:40:50;
TEST0001;;0;0;11-12-2011 16:55:14;
TEST7777;Vert;10;60000;27-11-2011 12:12:00;
TEST0004;;0;0;11-12-2011 16:55:15;
TEST0005;;0;0;11-12-2011 16:55:15;
TEST0006;;0;0;11-12-2011 16:55:16;
